"Air.Pressure..Hecta.pascals." "Air.temp..deg.celcius." "Humidity...." "maximum.Wind.speed..km.h." "water.pressure..decibar." "water.temp..deg.celcius."
"1116" 1009.6 27.1 82.2 43.92 5.428 29.0781
"1117" 1007.2 27.6 79.3 32.76 6.088 28.9819
"1118" 1011.8 26.9 76 39.6 6.723 29.3524
"1119" 1013.3 25.2 76.7 40.68 6.038 27.7332
"1120" 1010.8 25.5 80.6 45.36 6.139 27.5879
"1121" 1008.1 28 78.5 38.88 6.453 29.5593
"1122" 1010 25.2 82.3 36.36 5.013 28.0958
"1123" 1010.8 28.2 77.7 28.08 5.47 28.9616
"1124" 1013.4 24.5 80.3 23.04 5.971 28.3712
"1125" 1010.6 27.3 82.2 25.2 5.467 29.068
"1126" 1009.4 26.1 76.4 43.92 6.433 28.6876
"1127" 1012.4 25.1 76.1 33.48 6.665 28.3516
"1128" 1009.1 27.7 71.7 44.28 6.047 29.5975
"1129" 1007.7 27.8 82.8 9.36 7.027 28.6715
"1130" 1010.2 27.9 75.8 44.64 6.205 28.9027
"1131" 1012 25 75 29.52 5.308 28.1673
"1132" 1004.1 28 78.7 34.2 7.222 29.4726
"1133" 1010.4 26.3 78 37.08 6.855 29.043
"1134" 1011 25.5 84.5 40.32 6.791 27.644
"1135" 1009.1 28.5 78.7 28.08 5.896 29.4633
"1136" 1007.1 28.2 70.7 38.16 6.345 29.1591
"1137" 1005.6 26.9 81.3 6.84 6.588 28.8817
"1138" 1009.1 25.5 84.9 48.24 6.891 28.9894
"1139" 1011.7 26.9 72.7 25.92 6.037 29.4044
"1140" 1011.5 26.5 76.2 48.6 5.983 28.8036
"1141" 1009.9 26.5 84.4 41.76 5.404 29.1002
"1142" 1014.1 25.2 70 37.44 4.986 28.4673
"1143" 1010.6 26 81.2 43.2 5.463 28.8643
"1144" 1003 28.4 78.7 25.92 7.231 28.7464
"1145" 1006.6 27.4 79.4 12.24 6.598 28.8482
"1146" 1011.8 27.2 69.3 39.24 6.015 29.4723
"1147" 1012 24.9 80.5 40.68 5.139 28.1623
"1148" 1013.1 24.5 72.6 25.92 6.839 28.3657
"1149" 1009.3 26.3 78 41.76 6.372 28.3224
"1150" 1011.6 25.6 76.6 48.96 6.52 27.4943
"1151" 1012.2 25.1 73.9 37.08 5.51 28.2513
"1152" 1007.3 27.6 80.7 16.2 6.934 29.5599
"1153" 1011 26.3 67.9 47.52 6.145 28.1522
"1154" 1009.7 26.3 79 38.16 6.427 28.9843
"1155" 1012.3 25.6 75 35.28 6.104 27.7787
"1156" 1009.9 26.1 78.3 37.8 5.55 29.0923
"1157" 1010.4 27.4 74.8 39.24 6.853 29.2184
"1158" 1012 27.2 79.8 38.52 6.927 29.2074
"1159" 1010.6 27.1 80.4 41.04 5.683 29.0398
"1160" 1013 27 79 38.88 6.683 29.3076
"1161" 1006.1 27.1 80.3 9.36 6.588 28.8589
"1162" 1009.1 26.6 76.6 45.72 6.787 28.7568
"1163" 1004.5 27.8 80.6 38.52 6.35 29.2985
"1164" 1011.1 26.2 80.2 42.48 5.711 27.9518
"1165" 1012 24.3 80.3 34.2 5.447 28.2191
"1166" 1007.5 27.4 77.2 5.04 5.932 28.6417
"1167" 1002.7 27.6 79.9 27.72 6.892 29.5782
"1168" 1003 27.7 75.8 22.68 7.022 28.6796
"1169" 1010.8 26.6 72.3 45 7.067 29.1063
"1170" 1003.3 27.4 85.7 54 6.007 29.2461
"1171" 1011.8 25.3 70.2 40.68 7.363 28.0755
"1172" 1011.1 27.4 81.2 39.6 6.792 29.0313
"1173" 1012.3 27.1 78.9 36.72 7.221 29.1038
"1174" 1008.7 28.7 77.7 51.12 6.796 29.4978
"1175" 1003.5 28 79.1 33.84 6.237 29.1977
"1176" 1011.3 25.6 75.6 40.68 5.953 27.4808
"1177" 1011.2 26.2 68.1 46.08 6.112 28.1686
"1178" 1007.5 28.1 72 42.12 5.863 29.3622
"1179" 1009.9 26.8 78.6 37.08 7.305 28.9462
"1180" 1009.3 27.4 76.5 27.36 5.723 29.2283
"1181" 1008.1 27.2 78.1 26.28 5.921 29.3347
"1182" 1009.1 26.3 78.9 45 5.958 28.0178
"1183" 1008.4 27.5 82.1 34.2 6.723 29.386
"1184" 1009.4 27.7 73.3 39.6 6.34 29.0756
"1185" 1012.1 27 70.2 39.24 5.053 29.8454
"1186" 1013 24.5 86.9 32.4 6.13 28.0957
"1187" 1012.2 27 72.8 27 6.245 29.1302
"1188" 1006.1 27.7 80.7 8.64 7.628 28.6109
"1189" 1011.7 25.7 70.7 34.92 6.102 27.5831
"1190" 1009.5 27.2 75.6 31.32 6.036 29.1372
"1191" 1006.7 28.4 65.9 40.32 6.361 29.0119
"1192" 1008.2 27.2 81.3 47.16 5.923 28.8597
"1193" 1014 25.3 81.2 34.56 5.976 28.3058
"1194" 1009.3 27.7 79.1 10.44 5.237 28.6129
"1195" 1008.9 26.8 83.3 46.44 5.829 28.998
"1196" 1007.4 27.9 82.1 7.92 6.215 28.954
"1197" 1004.6 27.6 83.4 9.36 5.652 28.7494
"1198" 1009.5 27.9 76.7 35.64 6.494 29.2521
"1199" 1008.6 28.3 75.3 31.68 6.868 29.3743
"1200" 1009.8 27 81.9 38.52 6.216 29.0478
"1201" 1008.1 27.3 73.7 47.16 5.155 29.1637
"1202" 1009.9 27.9 77.8 24.48 6.866 29.0029
"1203" 1005.8 26.8 82.9 47.88 5.561 29.476
"1204" 1009.9 27.3 79.1 20.52 5.587 29.2065
"1205" 1009.3 25.7 76.6 35.64 5.897 28.7227
"1206" 1013 25.1 81.6 39.6 6.477 27.5682
"1207" 1011.6 26.7 74.4 38.52 6.385 29.4
"1208" 1009.8 25.6 74 39.6 6.204 28.1364
"1209" 1014.2 24.8 75.7 36.72 6.624 27.5741
"1210" 1007.8 28 77.6 39.24 6.363 29.5513
"1211" 1012.6 25.7 70.4 38.52 6.146 28.3885
"1212" 1014.3 25.1 70 36 6.549 28.3418
"1213" 1011.2 24.6 80.6 36.72 6.41 27.3445
"1214" 1012 25 63.3 39.24 6.199 28.0762
"1215" 1008.9 27.5 83.4 28.08 7.414 29.8109
"1216" 1005.7 27.7 80.1 7.56 6.193 28.7998
"1217" 1010.8 27.5 80.3 37.8 5.313 29.2832
"1218" 1013.2 24.4 80.8 32.04 5.56 28.2234
"1219" 1010.6 26.4 78.6 39.24 5.596 29.1713
"1220" 1009 27.5 74.3 39.96 5.288 29.3726
"1221" 1011.4 24.8 80.4 32.04 6.195 27.6031
"1222" 1011.4 26.9 71.9 30.6 5.945 29.4469
"1223" 1006.4 27.5 79.1 21.6 6.339 29.1875
"1224" 1009 27.4 78.6 39.6 6.878 28.6898
"1225" 1008.1 25.9 82.5 45 6.561 29.0112
"1226" 1009.1 26.4 84.5 43.56 6.991 28.8957
"1227" 1012.2 26.3 80.5 37.44 5.545 27.9575
"1228" 1008.9 26.4 78.4 38.16 7.142 29.0973
"1229" 1010.2 26.4 79.4 38.88 6.781 29.0326
"1230" 1009 25.3 82 39.24 6.033 27.5613
"1231" 1014.8 25.1 79.3 28.08 7.057 28.2126
"1232" 1010.9 26.7 74 43.56 7.023 29.1758
"1233" 1006.7 26.7 81.8 45.72 5.833 28.9536
"1234" 1009.9 27.4 78 45.72 6.591 28.9664
"1235" 1003.9 25 88.3 35.28 5.939 29.2118
"1236" 1010.6 28 80.6 28.8 5.258 28.9938
"1237" 1010.4 26.7 83.1 45.72 6.03 28.9615
"1238" 1009.4 25.9 77.5 39.6 5.907 28.721
"1239" 1005.5 28.5 80.2 28.44 5.955 29.3733
"1240" 1013 24 84.1 21.6 6.683 27.9641
"1241" 1010.1 27.3 80.3 36.36 6.839 28.7852
"1242" 1004.9 26.7 78.7 15.84 5.639 29.5606
"1243" 1014.7 26.1 81.4 29.16 7.025 29.1968
"1244" 1008 26.6 79.3 24.12 5.653 29.1523
"1245" 1010 25.1 82.3 36 4.98 28.0489
"1246" 1013.5 27.4 73.1 38.16 6.555 29.0617
"1247" 1012.2 23.6 86.7 40.32 5.252 27.9975
"1248" 1008.6 27.9 77 40.32 6.098 28.9306
"1249" 1013.8 24.2 68.3 33.84 4.68 28.4849
"1250" 1013.9 25.1 75.1 46.8 5.828 27.6533
"1251" 1007.5 28.7 77 34.56 5.163 29.1124
"1252" 1010.2 28.4 74.8 43.56 4.994 29.3228
"1253" 1010.3 26 72.7 46.08 7.344 28.2971
"1254" 1006.3 28.8 78.6 27.36 5.32 29.3421
"1255" 1007.3 28.3 76.2 32.4 6.547 29.2534
"1256" 1004.9 28.4 76.7 24.48 6.347 29.2809
"1257" 1009.5 25.2 82.8 41.4 6.059 27.5667
"1258" 1005.4 28.5 76.5 25.56 7.151 29.4749
"1259" 1010.5 26.3 77.7 39.24 6.498 28.7172
"1260" 1008.7 29 76.3 31.68 7.174 28.7866
"1261" 1013.3 25.3 81.8 39.96 5.287 28.2452
"1262" 1012.8 24.6 72.6 27.36 6.947 28.4243
"1263" 1008.8 28.3 76.4 32.76 6.923 29.3833
"1264" 1012.2 27 72.8 36.72 5.894 29.3774
"1265" 1009.2 27.7 77.9 35.28 6.173 29.0312
"1266" 1007.5 27.9 69 40.32 6.137 29.3062
"1267" 1010.7 25.2 75 36 5.608 28.2339
"1268" 1012.4 24.8 77.5 34.56 6.509 27.5161
"1269" 1013.6 25 78.3 38.16 6.498 27.4852
"1270" 1009.3 25.7 78.4 34.92 5.879 28.722
"1271" 1004.1 28.2 74.6 29.88 5.932 29.3627
"1272" 1007.7 28.5 73.8 43.92 5.61 29.4711
"1273" 1008.8 27.7 75.1 5.04 6.523 28.5469
"1274" 1013.2 25.6 82.7 40.32 5.953 27.9377
"1275" 1006.1 28.6 79.7 11.16 6.587 29.0028
"1276" 1009.6 26.6 81.4 33.12 5.938 29.1235
"1277" 1004.1 28.2 80.5 14.76 5.336 28.9799
"1278" 1013.6 24.6 73.7 38.88 6.553 27.4544
"1279" 1009.9 26.7 74.8 46.08 5.648 29.091
"1280" 1014 24.9 78.5 25.92 6.65 28.3616
"1281" 1011.8 25.3 72.2 41.76 6.864 28.0981
"1282" 1004.6 28.6 77.7 43.2 6.147 29.1638
"1283" 1010.1 27 82.2 40.32 5.385 29.1209
"1284" 1008.9 25.8 83.4 46.44 5.961 29.0718
"1285" 1009.5 26.8 79.5 36.72 5.781 29.1527
"1286" 1006.8 27.4 84 5.4 5.677 29.3805
"1287" 1011 25.6 79.5 45.36 6.291 27.5831
"1288" 1009.9 25.9 85.7 41.76 6.183 29.147
"1289" 1007.9 26.3 84.5 21.24 5.589 29.0364
"1290" 1006.2 27.5 84.6 14.04 6.462 28.9716
"1291" 1009.5 24.6 85.4 27 5.197 28.8441
"1292" 1014 25.7 80.4 50.76 5.423 28.1794
"1293" 1011 27.1 71.9 37.44 6.125 29.3759
"1294" 1009.9 27.3 83.6 26.64 5.631 29.0894
"1295" 1008.5 28.5 73 27.36 6.385 28.7402
"1296" 1003.3 29 75 26.64 5.863 28.943
"1297" 1013.9 25.5 72.5 36.36 5.994 27.943
"1298" 1013.3 25 78.4 38.52 6.628 27.6334
"1299" 1009.6 26.1 76.5 44.64 6.419 28.668
"1300" 1010.1 28.1 72.3 41.04 5.464 29.2005
"1301" 1011.7 24.8 79.8 30.6 5.667 28.3003
"1302" 1012.2 24.8 77.6 29.52 4.955 28.6275
"1303" 1007.9 28.9 74.2 29.88 5.357 29.6954
"1304" 1010.5 27.4 71.4 44.64 6.45 29.4889
"1305" 1012.6 25 66.9 42.84 6.86 28.1165
"1306" 1013.5 24.6 74.9 36.72 6.512 27.4478
"1307" 1006.8 29.1 78.9 37.8 5.468 29.2738
"1308" 1013.1 25 75.4 44.64 6.597 27.8234
"1309" 1010.9 27.9 83 21.96 7.639 28.8868
"1310" 1012.2 25.3 79.6 32.76 6.751 27.9559
"1311" 1001 26.7 88.8 47.52 6.654 29.3182
"1312" 1013.9 24.9 77.6 30.24 5.252 28.1723
"1313" 1012.6 27.1 81.5 32.76 6.922 29.1178
"1314" 1010.8 27.1 71.4 37.08 6.622 29.2417
"1315" 1011.2 26.8 82.2 46.08 6.44 28.8244
"1316" 1015.2 25.2 79.7 36.72 5.123 28.2579
"1317" 1003 27.9 78.6 17.28 5.744 29.431
"1318" 1010.2 25.1 72.3 34.2 6.969 27.9492
"1319" 1012.6 27.5 70.7 38.16 6.371 29.2569
"1320" 1006.5 29 75.6 17.64 5.937 28.7108
"1321" 1006.8 28.7 69.9 30.24 5.311 29.1656
"1322" 1006.4 27.3 85.3 11.52 5.835 29.356
"1323" 1006.5 28.6 80.7 17.64 6.339 28.8669
"1324" 1010.6 26.6 77.9 41.4 6.539 28.7464
"1325" 1004.2 27.7 83.6 34.2 6.174 29.2693
"1326" 1009 28.1 79.7 6.48 5.615 29.6821
"1327" 1006 28.4 77.9 18.36 6.369 28.8548
"1328" 1014.4 24.3 82.3 21.6 5.638 28.0848
"1329" 1008.7 27.1 80.2 51.48 6.092 28.943
"1330" 1010.1 27.1 74.4 42.12 5.406 28.9903
"1331" 1012.5 27.3 78.3 38.16 6.69 28.9548
"1332" 1010.1 25.9 77 41.04 6.094 28.7187
"1333" 1008.9 29 76.8 28.44 7.204 28.7935
"1334" 1014 26.4 78.3 26.64 5.821 29.1898
"1335" 1006.5 28.3 80.4 17.28 6.453 29.2973
"1336" 1012.2 26.8 71.4 36.36 6.491 29.2531
"1337" 1004 28.9 77 16.56 6.831 28.682
"1338" 1005 27.8 82.4 20.52 6.032 28.9536
"1339" 1006.6 28.2 78.6 16.92 5.893 29.6057
"1340" 1013.1 25.8 73.1 46.44 6.767 28.5013
"1341" 1010.4 27.6 77.7 32.4 6.241 29.0456
"1342" 1014.7 26.4 81.2 32.4 7.028 29.1862
"1343" 1009 26.4 76.4 43.2 6.357 28.7091
"1344" 1007.8 27.4 77.3 32.04 6.492 29.1229
"1345" 1009.2 26.6 83.5 44.64 5.856 28.8586
"1346" 1010.7 26.1 78.7 33.12 5.715 28.981
"1347" 1014 27.4 75.5 42.48 5.024 29.4483
"1348" 1009.5 27.1 70.8 35.28 6.217 29.1626
"1349" 1007.1 28.4 77.4 14.4 5.334 29.0052
"1350" 1006.6 29 78.8 38.16 5.455 29.2625
"1351" 1012.5 25.4 82.3 39.6 5.989 28.0046
"1352" 1011 27.3 81.3 35.28 7.304 29.1639
"1353" 1003.5 28.6 80.4 35.28 5.689 29.382
"1354" 1008.6 26.8 76.3 36.36 6.52 28.9735
"1355" 1010.9 26.7 82.2 37.44 6.855 29.0977
"1356" 1010.4 27.4 75.8 43.2 5.086 28.9791
"1357" 1012.7 24 85.5 22.68 5.396 28.3703
"1358" 1008.3 26 78.3 38.16 6.456 29.0292
"1359" 1013.4 26.6 75.8 35.64 5.327 29.1701
"1360" 1013.2 25.5 72.9 32.04 6.319 27.8085
"1361" 1009.6 27.9 76.8 38.16 6.179 29.5245
"1362" 1006.9 28.5 77.9 32.4 5.743 29.3401
"1363" 1011.1 27.1 71.8 42.12 6.164 29.3821
"1364" 1010.5 26.3 78.7 32.4 5.785 28.9763
"1365" 1011.5 24.9 76.7 28.8 6.548 28.2628
"1366" 1012 25.3 74.4 40.32 6.877 28.1114
"1367" 1012.7 26.9 74.1 38.52 5.656 29.2308
"1368" 1010.4 27.4 70.7 36.36 5.333 29.5479
"1369" 1010 27 81.4 48.96 5.478 29.0539
"1370" 1010.9 26.4 82.2 43.56 5.761 28.8783
"1371" 1010.9 26.7 73.4 31.68 6.484 29.1931
"1372" 1013.1 24.3 88.7 27 5.227 28.1151
"1373" 1012.1 24.9 76.5 36 6.541 27.3804
"1374" 1010.5 27.3 73.1 41.04 7.042 29.2602
"1375" 1014.7 24.4 81.8 22.68 5.55 28.0631
"1376" 1011.7 26.2 74.8 30.6 5.212 28.9141
"1377" 1009.5 27.9 76.6 36.36 6.377 29.2597
"1378" 1009.9 27.3 71.2 37.44 6.591 29.2696
"1379" 1012.9 23.5 85.3 41.04 5.366 28.0696
"1380" 1004.5 28.7 77.1 15.48 5.625 28.9036
"1381" 1009.1 28.6 80.7 43.2 6.777 29.4943
"1382" 1010.6 25.2 78 46.08 6.493 27.6239
"1383" 1008.2 28.2 76.9 11.52 5.672 29.6626
"1384" 1011.6 25.5 81.6 43.56 5.608 27.739
"1385" 1007.4 27.5 80.3 28.08 6.271 28.9913
"1386" 1010.4 27.1 73.3 39.96 6.33 29.4655
"1387" 1006.2 27.9 73.4 11.88 6.153 28.633
"1388" 1013.1 24.8 82.7 38.88 6.209 27.5464
"1389" 1009.6 25.8 72.4 45.72 7.501 28.3083
"1390" 1012.5 26.9 81.8 36.72 7.148 29.0594
"1391" 1011.6 25.9 70.4 37.8 5.604 28.5757
"1392" 1014.2 24.6 67.4 34.92 6.305 28.1356
"1393" 1012.6 26.9 78 38.52 5.395 29.4483
"1394" 1004.4 28.6 79.6 26.28 7.488 28.7526
"1395" 1007.7 28.1 80.2 10.44 7.222 28.6605
"1396" 1012.7 24.2 80.7 46.8 5.371 28.0482
"1397" 1003.8 29 78.6 50.76 6.198 29.2046
"1398" 1008.9 26.8 75 39.6 6.291 28.9664
"1399" 1006.1 27.5 81.2 19.8 6.163 29.1311
"1400" 1013 25.6 74 33.84 6.698 27.9217
"1401" 1009.3 28 79.4 34.92 5.755 29.5707
"1402" 1007.3 27.3 85.3 10.8 6.234 29.0716
"1403" 1004.8 25.8 87.5 9 5.558 29.1644
"1404" 1011.6 25 77.1 30.96 6.279 28.233
"1405" 1011.1 26.7 81 42.12 6.765 29.2797
"1406" 1010.1 28.7 77.5 34.2 5.658 28.8005
"1407" 1011.9 25.2 65.1 37.8 6.287 28.0919
"1408" 1013.3 25.3 69.9 40.68 6.274 27.8722
"1409" 1013.7 25.4 81.6 37.8 5.321 28.1676
"1410" 1009.3 25.7 76.8 36 5.879 28.724
"1411" 1006.8 25.6 84 44.64 6.158 29.1974
"1412" 1008.9 25.2 89.7 28.44 6.757 29.0641
"1413" 1010.2 27.4 79.4 43.2 6.152 28.8156
"1414" 1014.8 25.1 77 32.04 5.295 28.1184
"1415" 1013.4 26.5 77.7 39.96 6.395 29.1075
"1416" 1008.4 27.1 84.9 43.92 5.919 29.4827
"1417" 1003.7 27.8 81.5 40.32 6.364 29.4465
"1418" 1009.6 29 73.1 22.32 6.394 28.8395
"1419" 1011.5 26.7 82.5 34.92 5.843 29.0028
"1420" 1007.7 27 78.7 36 6.443 29.1113
"1421" 1013.1 27.3 75.8 39.6 5.178 29.4443
"1422" 1012 25 76.7 36.72 6.567 27.334
"1423" 1008.8 27.2 78.3 43.56 7.164 28.7647
"1424" 1012 27 76.4 36.36 5.824 29.4256
"1425" 1010.8 27.6 79.4 45 5.047 29.3256
"1426" 1006.3 28.1 81.1 21.96 6.912 28.8249
"1427" 1012.7 24.8 85.6 47.88 6.46 28.5453
"1428" 1008.9 26.6 82.8 30.96 5.801 29.6335
"1429" 1010.5 26.3 81.4 42.12 5.769 28.9506
"1430" 1007.2 27.5 72.3 41.76 5.525 28.987
"1431" 1003.9 28 78.7 16.56 5.951 29.4257
"1432" 1010.8 25.4 77.3 46.8 6.52 27.6274
"1433" 1007.5 28.1 82.3 5.76 6.425 29.3587
"1434" 1014.1 27.4 72.6 36.72 6.305 29.1315
"1435" 1013.8 24.9 80.1 28.44 5.948 28.1708
"1436" 1003.7 28.8 75.6 24.48 6.276 28.8929
"1437" 1011.1 27.7 79.6 38.52 5.181 29.3319
"1438" 1005.4 27.5 79.2 21.96 6.001 29.236
"1439" 1010.9 26.5 81.7 27.36 6.001 29.0183
"1440" 1006.9 27.6 76.6 19.08 6.554 28.839
"1441" 1012.8 25 77.3 45.72 6.349 27.6464
"1442" 1014.7 24.7 80.1 21.24 6.623 27.956
"1443" 1012.3 27.1 73.3 33.84 5.891 29.3764
"1444" 1010.5 26.6 75.8 23.4 5.575 29.5045
"1445" 1011.1 26.2 85.3 38.16 6.682 28.7907
"1446" 1004.6 27 81.9 21.96 5.517 29.4572
"1447" 1011 26.8 80.7 39.24 6.486 29.2697
"1448" 1010.6 25.4 79.7 46.08 6.494 28.252
"1449" 1009.9 26.4 78.6 47.88 6.132 28.8127
"1450" 1005.4 27.2 77.7 20.88 6.556 28.8817
"1451" 1006.1 28 73.1 10.8 6.129 28.6386
"1452" 1010.2 27.9 76.3 11.52 5.119 28.5882
"1453" 1009.8 28 76.8 6.84 5.162 28.6026
"1454" 1008 27.8 74.9 8.28 6.627 28.3418
"1455" 1009.8 25.8 77.6 38.88 5.965 28.7176
"1456" 1008.8 28.2 76.8 9 6.618 29.0877
"1457" 1007.6 26.2 85.1 11.52 5.473 29.0373
"1458" 1002.8 27.9 80.1 55.8 5.844 29.3112
"1459" 1012.8 25.2 75.5 37.8 7.108 27.8678
"1460" 1009.2 28 71.8 41.4 5.359 29.1403
"1461" 1009.1 28.1 75.1 37.8 5.968 29.5186
"1462" 1009.5 26.9 79.5 28.8 5.536 29.5348
"1463" 1007.7 27.8 76 14.04 6.582 29.1025
"1464" 1005.5 28.3 76.9 19.08 6.443 28.8637
"1465" 1010.1 25.8 77.8 35.64 6.001 28.721
"1466" 1011.7 25.2 65.9 37.8 6.423 28.0617
"1467" 1010.5 26.2 82.9 46.08 6.354 29.0478
"1468" 1006.7 25 86 20.16 5.103 29.0003
"1469" 1005.7 26.6 82.2 10.08 5.416 29.6729
"1470" 1009.6 26.4 78.3 44.64 6.142 28.8083
"1471" 1008.8 27 79.4 38.16 6.525 29.012
"1472" 1008.4 28.4 72.7 36.72 5.637 29.2222
"1473" 1010.1 27.3 68.7 44.28 5.321 29.6549
"1474" 1010.1 25.8 82.6 41.4 6.171 28.9475
"1475" 1012.1 25.4 77.1 44.28 6.63 27.2828
"1476" 1004.4 27.3 81.1 32.4 6.869 29.4883
"1477" 1014.2 24.9 77.2 24.48 6.546 27.8766
"1478" 1002.9 27.3 83.3 30.24 6.854 29.584
"1479" 1010.5 27.1 70.8 39.24 6.613 29.2468
"1480" 1012.6 27.1 75.3 35.64 7.118 29.2969
"1481" 1015.1 25.7 76 38.16 5.15 28.0503
"1482" 1007.7 27.4 83.2 18.72 6.171 29.2804
"1483" 1011.2 27.1 74.1 38.16 5.993 29.3661
"1484" 1013.5 25.1 79.2 35.28 5.352 28.2946
"1485" 1010 26 68.1 42.12 6.579 28.2249
"1486" 1009 26.2 87.5 45 5.387 29.0603
"1487" 1015.8 25.6 74.6 34.56 5.348 28.0763
"1488" 1013.6 25.1 74.5 48.24 5.893 27.8213
"1489" 1009.5 27.7 78.3 23.76 6.845 29.015
"1490" 1011.9 25.1 82.4 44.28 6.534 28.3771
"1491" 1013.7 24.6 65.5 34.2 6.104 28.2413
"1492" 1010.1 28.8 79.6 29.16 7.56 28.8096
"1493" 1004.8 27.2 80.9 27 5.259 28.9598
"1494" 1006.5 26.5 82.8 50.4 5.657 28.9531
"1495" 1014.7 25.3 72.8 44.28 6.324 27.282
"1496" 1009.5 26.7 80.5 35.64 5.842 29.1422
"1497" 1011.4 27 68.8 30.24 6.714 29.4654
"1498" 1014.5 24.6 67.4 33.84 6.458 28.1801
"1499" 1014 25 80 33.84 6.321 27.9964
"1500" 1007.3 26.5 85.1 35.64 6.376 29.7338
"1501" 1002.4 28.6 78.6 52.92 6.255 29.1925
"1502" 1012.2 25.1 80.4 44.64 5.21 27.9662
"1503" 1007.5 27.8 81 9.36 5.99 28.9619
"1504" 1010.7 25.4 79.4 46.8 7.003 28.3494
"1505" 1004.3 26.8 79.2 32.4 5.87 28.8936
"1506" 1009.7 26.3 76.9 41.04 5.45 29.2346
"1507" 1013.1 25.2 76.5 40.68 5.567 28.1401
"1508" 1010 28.2 75 34.92 5.501 29.2008
"1509" 1013.6 25.5 73.5 38.88 5.481 27.8914
"1510" 1002.9 28.1 78.6 44.28 5.684 29.3889
"1511" 1008 28.8 72.6 15.12 6.294 28.9988
"1512" 1012.9 25.4 72.1 36.36 5.238 28.1327
"1513" 1010.9 25.4 83.9 37.8 6.732 27.6302
"1514" 1013.8 25.3 76.2 38.16 5.833 27.7765
"1515" 1011.5 27.1 71.2 33.48 6.715 29.1868
"1516" 1003.8 28.4 81 42.48 6.555 29.2841
"1517" 1009.7 28.4 80.4 36.72 5.757 28.7054
"1518" 1008.3 28.8 76.2 32.04 5.348 29.6941
"1519" 1011.4 24.9 76.9 27.72 6.367 28.1916
"1520" 1011.5 25 77 40.32 6.306 27.4373
"1521" 1006.5 27.5 85.7 6.84 5.888 29.2931
"1522" 1009.6 26.6 82.2 43.56 6.032 28.7339
"1523" 1014 25.1 75.3 32.76 5.82 27.8689
"1524" 1009 27.6 80.8 40.68 6.288 28.7816
"1525" 1008 26.9 78.5 42.12 6.568 28.7924
"1526" 1007.1 27.6 84.9 7.92 6.037 29.1776
"1527" 1013 24.9 81 42.84 6.168 27.5143
"1528" 1011.1 27.3 74 50.76 5.057 29.2531
"1529" 1010.5 27.7 76.5 43.92 5.974 28.8965
"1530" 1010.1 27.7 68.5 36.36 6.906 29.1642
"1531" 1006 28.6 77.5 14.04 5.817 28.7422
"1532" 1009.2 28.3 76.1 16.92 5.388 29.7005
"1533" 1011.8 26.5 77.8 36.36 6.314 29.3261
"1534" 1008.3 27.7 65.7 38.52 6.007 29.4797
"1535" 1005.3 27.4 83.3 19.44 6.278 29.0914
"1536" 1007.2 28.8 73.9 40.68 5.568 29.4876
"1537" 1009 26.1 79.2 38.52 5.981 29.0161
"1538" 1008.4 27.8 72.3 38.16 6.217 29.0747
"1539" 1011.8 26.1 82.9 46.44 6.052 27.714
"1540" 1009.3 25.4 77.3 48.24 6.586 27.5186
"1541" 1008.8 25.6 81.2 43.92 6.467 27.4302
"1542" 1011.7 25.2 68.1 39.24 6.387 28.0741
"1543" 1008.9 27.2 80.9 43.56 5.653 29.0012
"1544" 1005.9 26.8 80.3 24.84 5.744 29.2429
"1545" 1007.4 28.8 80.3 37.8 5.919 29.3376
"1546" 1008.3 27.1 74.2 45.72 5.627 29.1326
"1547" 1008.6 28.6 71.5 36 5.62 29.2295
"1548" 1005.8 28.8 73.2 37.44 5.912 29.3055
"1549" 1010.3 26.6 80.3 42.12 5.54 28.943
"1550" 1013 26.8 77.6 39.24 6.067 29.1634
"1551" 1010.3 25.9 74.9 42.48 6.488 28.7513
"1552" 1014.4 25.2 81.7 30.96 6.388 28.2697
"1553" 1011 27.3 81 37.08 7.351 29.1451
"1554" 1009.5 28.6 78.4 28.44 5.897 28.7729
"1555" 1009.7 26.7 80.8 34.2 6.226 29.0615
"1556" 1012.7 23.9 90.2 24.48 5.309 28.1805
"1557" 1011.7 26.9 83.3 26.28 5.689 29.0203
"1558" 1012.1 25.1 82.5 38.52 5.512 28.3134
"1559" 1005.9 27.6 80.3 20.88 6.21 29.345
"1560" 1009.8 27.3 80.7 30.6 6.669 29.1295
"1561" 1013.7 23.9 78.1 48.96 6.666 27.6407
"1562" 1007.6 26.8 78.4 26.28 5.731 29.1197
"1563" 1006.9 28.4 78.4 22.32 6.475 28.8991
"1564" 1009.3 27.2 82.9 46.44 5.589 29.077
"1565" 1011 26.3 84.7 35.28 6.704 28.7593
"1566" 1009.5 27.7 83.8 20.88 7.18 29.0789
"1567" 1009.8 25.3 70.1 35.28 7.193 28.0759
"1568" 1013.1 25.5 81 34.2 5.509 28.259
"1569" 1002.4 27.9 77.7 16.56 5.533 29.4439
"1570" 1012.3 25.1 80.6 36.72 6.362 27.6238
"1571" 1014.3 26 78.2 40.32 5.924 27.7859
"1572" 1010.8 27.8 82.8 23.04 7.619 28.8988
"1573" 1010 26.2 83.7 42.12 6.989 28.8151
"1574" 1006.8 28.6 80.7 9.36 6.56 28.8086
"1575" 1009.5 28.6 74.6 44.28 6.166 29.3405
"1576" 1004.9 27.8 82.1 20.88 6.35 28.8485
